id	word	definition_cn	ecdict_translation	ecdict_phonetic
TOEFL_8110	conscientious	adj. 认真的，勤勤恳恳的	a. 有责任心的, 负责的, 本着良心的 / [法] 凭良心做的, 有道德感的	.kɒnʃi'enʃәs
TOEFL_4798	conscious	adj. 意识到的，自觉的	a. 有意识的, 知觉的, 觉察的 / [医] 有意识的, 清醒的	'kɒnʃәs
TOEFL_7786	conscription	n. 征召	n. 征兵, 募兵, 征用(制度) / [法] 征兵, 征用	kәn'skripʃәn
TOEFL_8411	consecutive	adj. 连贯的,连续不断的	a. 连续的, 联贯的 / [计] 连续的; 连接的	kәn'sekjutiv
TOEFL_1330	consequent	n. 推论,结论	n. 随后发生的事情, 结果 / a. 作为结果的, 合乎逻辑的	'kɒnsikwәnt
TOEFL_9608	conservationist	n. 自然环境保护论者	n. 自然资源保护论者	,kәnsә'veiʃәnist
TOEFL_10229	constricted	adj. 狭窄的； 收缩的； 抑制的， 约束的	v. 压缩, 压紧, 使收缩( constrict的过去式和过去分词)	'kənstriktid
TOEFL_260	construction	n. 建造,结构	n. 建筑, 构造, 建筑物 / [化] 施工	kәn'strʌkʃәn
TOEFL_10277	contagious	adj. 传染性的； 有感染力的	a. 触染性的, 会蔓延的 / [医] (接)触(传)染的	kәn'teidʒәs
TOEFL_10104	contiguous	adj. 接壤的， 毗邻的； 不间断的	a. 邻近的, 接近的 / [医] 接触的	kәn'tigjuәs
TOEFL_1994	contract	n. 合同 v缩小,订合同	n. 合约, 婚约, 契约 / vt. 使皱缩, 使缩短, 感染, 订约, 缔结 / vi. 皱缩, 订约, 收缩	'kɒntrækt
TOEFL_8756	contractor	n. 订约人, 承包人	n. 立契约的人, 承包商 / [化] 承包者; 承包工厂	'kɒntræktә
TOEFL_4084	contradictory	adj. 相矛盾的	a. 反驳的, 反对的, 抗辩的 / n. 矛盾因素, 对立物	.kɒntrә'diktәri
TOEFL_5063	conversely	adv. 倒地,逆地	adv. 相反, 逆, 颠倒, 反题, 反	'kɔnv\\:sli
TOEFL_3245	conversion	n. 变换, 转化	n. 转变, 转换, 改变宗教信仰, 换位法 / [计] 转换	kәn'vә:ʃәn
TOEFL_2336	convex	adj. 凸出的	a. 中凸的, 凸圆的, 凸面的 / n. 凸状, 凸面体, 凸面结构	'kɒnveks
TOEFL_8654	convivial	adj. 好交际的, 愉快而随和的	a. 酒宴的, 欢宴的, 欢乐的	kәn'viviәl
TOEFL_9345	cookout	n. 野外烧烤宴会	n. 在外面野餐的郊游	'kjkajt
TOEFL_9249	cordial	adj. 亲切的， 热诚的	n. 兴奋剂, 补品 / a. 热忱的, 诚恳的, 有兴奋作用的	'kɒ:djәl
TOEFL_1342	corn	n. 玉米	n. 玉蜀黍, 谷类, 谷粒, 鸡眼 / vt. 使成颗粒, 腌	kɒ:n
TOEFL_3186	corona	n. 冠壮物	n. 冠, 冠状物, 副冠, 根颈, 头顶, 牙冠, 檐板, 日冕, 月华, 日华, 电晕, 光圈 / [计] 电晕, 冠	'kɔrәnә
TOEFL_5934	correlate	v. 相互关联； adj. 相互关联的	n. 有相互关系的东西, 相关物 / vt. 使有相互关系 / vi. 相关	'kɒrәleit
TOEFL_4229	cottage	n. 村舍,小别墅	n. 小屋, 茅舍	'kɒtidʒ
TOEFL_3158	cottonwood	n. [植]三叶杨	n. 三角叶杨	'kɔtәnwjd
TOEFL_10053	coupon	n. 礼券， 优惠券； 配给券， 票证	n. 息票, 赠券 / [经] 息票, 利息单, 联票	'ku:pɒn
TOEFL_6951	covering	n. 遮盖物	n. 覆盖物, 掩蔽物 / a. 掩护的, 掩盖的 / [计] 覆盖	'kʌvәriŋ
TOEFL_5942	coyote	n. 一种产于北美大草原的小狼, 山狗	n. 丛林狼, 讨厌的家伙	'kɒiәut
TOEFL_1782	crab	n. 蟹	n. 螃蟹, 偏航, 脾气乖戾的人, 沙果 / vi. 捕蟹, 偏航, 发牢骚 / vt. 使偏航, 抱怨, 破坏	kræb
TOEFL_4919	crash	v. 碰撞，撞击	n. 哗啦声, 猛撞, 崩溃, 粗布 / v. 撞碎, 破碎, (使)...坠毁 / a. 速成的 / [计] 崩溃	kræʃ
TOEFL_5805	creep	v. 爬, 蹑手蹑脚； n. 爬行	n. 爬, 徐行, 蠕动 / vi. 爬, 蔓延, 潜行	kri:p
TOEFL_8176	crest	n. 浪尖, 冠	n. 冠, 饰毛, 头盔的顶部 / vi. 到达绝顶 / vt. 加以顶饰	krest
TOEFL_8652	crimp	v. 起皱, 卷曲, 抑制	n. 诱人当兵的人, 拳曲, 鬈发 / vt. 诱...去当兵, 使拳曲, 使有褶	krimp
TOEFL_9387	crippling	adj. 令人震惊的； 严重损害身体的； 极其有害的	(往复)曲折, 断裂, 临界的, 极限的	'kripliŋ
TOEFL_8791	crossbones	n. 交叉腿骨的图形	n. 交叉的股骨图形	'krɒsbәunz
TOEFL_5200	crossing	n. 交叉口	n. 横越, 横渡, 交叉点, 渡口 / [经] 划线	'krɒsiŋ
TOEFL_1851	crucial	adj. 至关紧要的	a. 决定性的, 重要的, 严厉的 / [医] 十字形的; 决断的, 定局的	'kru:ʃәl
TOEFL_5154	crudely	adv. 粗糙地, 粗鲁地	adv. 照自然状态, 未成熟地, 粗杂地	'kru:dli
TOEFL_7747	crunch	vi&n. 嘎吱嘎吱地响(声)	v. 嘎吱嘎吱的咬嚼, 压碎, 嘎吱嘎吱地踏过 / n. 咬碎, 咬碎声	krʌntʃ
TOEFL_3172	cry	v&n. 哭	n. 叫声, 哭声, 大叫 / vi. 哭, 叫, 喊 / vt. 叫喊, 大声说, 哭出	krai
TOEFL_8712	culminate	v. 达到顶点	vi. 到绝顶, 达于极点, 达到高潮 / vt. 使到绝顶, 使达到高潮	'kʌlmineit
TOEFL_7998	culturally	adv. 人文地, 文化地	adv. 从文化角度, 文化意义上；在人文学方面	
TOEFL_9432	curl	v. 卷曲，蜷缩； n. 卷发； 卷曲状； 卷曲物	n. 拳曲, 鬈发 / vt. 弄卷 / vi. 拳曲, 弯曲	kә:l
TOEFL_382	cut	v. 切,割,剪	n. 切口, 割伤, 降低, 切, 割, 砍, 削, 伤口, 削减, 缩短, 删节, 通路 / a. 经切割的, 缩减的 / vt. 切, 割, 减少, 刺痛, 开辟, 雕刻, 删节, 缩短, 停止, 排斥, 切断, 关, 显出 / vi. 切, 割, 砍, 刺痛, 相交, 抄近路, 剪辑 / [计] 剪切	kʌt
TOEFL_7054	damper	n. 风阀, 减音器	n. 令人扫兴的人, 增湿器, 阻尼器 / [化] 减震器	'dæmpә
TOEFL_3597	darken	v. (使)变暗	vt. 弄暗, 使模糊 / vi. 暗下来, 颜色变深	'dɑ:kn
TOEFL_7953	darn	v. 缝补，补缀	n. 织补 / v. 织补	dɑ:n
TOEFL_5783	dart	n. 标枪, 镖； v. 投掷	n. 飞镖, 投射 / vt. 投射 / vi. 疾走, 突进	dɑ:t
TOEFL_5393	dating	n. 约会； v. 约会	[计] 记日期的 / [经] 注明日期	'deitiŋ
TOEFL_8432	daunt	v. 沮丧	vt. 威吓, 难倒, 使气馁	dɒ:nt
TOEFL_7919	debut	n. 首次演出，初次露面	n. 初次登台, 开张 / v. 初次登台	'deibju:
TOEFL_8211	deceptive	adj. 骗人的，造成假象的	a. 迷惑的, 虚伪的, 欺诈的	di'septiv
TOEFL_1995	deco	n. 装饰派艺术	abbr. 直接能量转换操作（Direct Energy Conversion Operation）；降低氧消耗（decreasing consumption of oxygen）	'dekәu
TOEFL_954	decorative	adj. 装饰的	a. 装饰性的	'dekәreitiv
TOEFL_3177	dedicate	v. 献(身), 致力	vt. 献出, 贡献	'dedikeit
TOEFL_8083	defensible	adj. 可防御的	a. 可防卫的, 可防护的, 可辩护的 / [法] 可辩护的, 能防卫的	di'fensәbl
TOEFL_3781	defensive	n&a. 防御(的)	a. 防卫的, 防备用的, 自卫的 / n. 守势, 防卫姿势, 防卫物	di'fensiv
TOEFL_5924	definitive	adj. 最后的,确定的	n. 限定词 / a. 限定的, 决定性的	di'finitiv
TOEFL_3872	deglaciation	n. 冰消作用	n. 冰川的消失	di:,^leiʃi'eiʃәn
TOEFL_4381	deliberation	n. 仔细考虑；商量	n. 熟虑, 熟思, 审议 / [法] 慎重考虑, 商讨, 审议	di.libә'reiʃәn
TOEFL_1884	delicate	adj. 精巧的, 精致的	a. 细致优雅的, 微妙的, 美味的 / [医] 柔弱的	'delikәt
TOEFL_4356	demographic	adj. 人口统计学的	a. 人口统计的 / [法] 人口统计的, 人口学的	.demә'græfik
TOEFL_2067	department	n. 部, 局	n. 部门, 系, 机关 / [医] 部, 科	di'pɑ:tmәnt
TOEFL_176	depend	v. 依靠,取决于	vi. 靠, 视...而定, 信赖	di'pend
TOEFL_1663	dependence	n. 依靠,信任	n. 依赖, 依存, 信赖 / [医] 依赖(如对药物的依赖,即瘾或癖), 从属, 偏利共生	di'pendәns
TOEFL_2443	depletion	n. 损耗	n. 消耗, 耗尽, 放血 / [医] 排除, 缺失(液体), 衰竭[状态](由于缺液)	di'pli:ʃәn
TOEFL_9232	deploy	v. 部署， 调度； 利用	v. 展开, 配置	di'plɒi
TOEFL_10077	derivation	n. 起源， 发源； 派生	n. 推论, 推导, 来历 / [医] 衍化, 诱导	.deri'veiʃәn
TOEFL_1473	description	n. 描写,记述	n. 描述, 说明, 种类 / [经] 说明书(物品), 品名种类, 货物名称	di'skripʃәn
TOEFL_10058	desegregate	v. 废除种族隔离	v. 废止种族隔离	di:'segrigeit
TOEFL_7333	desirability	n. 愿望, 希求	n. 值得想望, 可取 / [经] 合意性, 可用性	di.zairә'biliti
TOEFL_9851	despise	v. 鄙视， 看不起	vt. 轻视	di'spaiz
TOEFL_4813	detach	v. 拆卸,使分开	vt. 使分离, 分遣 / [机] 摘下, 分离, 卸下	di'tætʃ
TOEFL_8661	deter	v. 阻止	vt. 制止, 吓住, 威慑	di'tә:
TOEFL_10116	detest	v. 憎恶	vt. 厌恶, 憎恨	di'test
TOEFL_3631	detractor	n. 诽谤者	n. 毁损者, 贬低者	di'træktә(r)
TOEFL_832	diet	n. 通常所吃的食物,会议	n. 日常饮食, 议会 / vt. 照规定饮食 / vi. 忌食	'daiәt
TOEFL_1470	dig	v. 挖	vt. 挖, 翻土, 发掘 / vi. 挖掘 / n. 挖掘 / [计] 数字, 数位	dig
TOEFL_4852	dime	n. <美> 一角硬币	n. 10分硬币(美、加)	daim
TOEFL_8608	dimensional	adj. 维度的, 空间的, 尺寸的	a. ...维的 / [化] 量纲的; 因次的	dai'menʃәnәl
TOEFL_7623	dining	n. 吃饭	n. 正餐, 宴会	'dainiŋ
TOEFL_2558	disaster	n. 灾难	n. 灾祸, 不幸, 彻底失败	di'zɑ:stә
TOEFL_4788	disastrous	adj. 灾难性的, 极糟的	a. 损失惨重的, 悲伤的	di'zɑ:strәs
TOEFL_3445	discern	v. 察觉出,识别	v. 辨别, 看清楚, 了解	di'zә:n
TOEFL_2050	discharge	v&n. 释放,排出	vt. 卸下, 放出, 解雇, 拔染, 履行, 放电 / vi. 卸货, 流出 / n. 卸货, 流出, 放电	dis'tʃɑ:dʒ
TOEFL_3365	disguise	n&v. 伪装，掩饰	n. 假面目, 假装 / vt. 假装, 隐瞒	dis'gaiz
TOEFL_5485	dish	n. 盘, 碟； v. 把…装盘	n. 盘子, 碟, 菜肴 / [医] 皿, 碟	diʃ
TOEFL_9588	disinterested	adj. 客观的， 无私的， 公正的； 无兴趣的， 不关心的	a. 无私欲的, 廉洁的, 公平的	dis'intristid
TOEFL_9883	disparate	adj. 迥然不同的	a. 根本不同的, 全异的, 不相干的 / n. 无法相比的东西(或人)	'dispәrәt
TOEFL_4006	disrupt	v. 使中断，扰乱	a. 分裂的, 中断的 / vt. 使分裂, 使瓦解	dis'rʌpt
TOEFL_7544	disruptive	adj. 使破裂的, 分裂性的	a. 分裂的, 破坏(性)的 / [计] 击穿的, 中断的	dis'rʌptiv
TOEFL_1042	distinction	n. 差别,区分,优秀	n. 区别	dis'tiŋkʃәn
TOEFL_1200	distinctive	adj. 有区别的,独特的	a. 有特色的, 出众的	di'stiŋktiv
TOEFL_6241	distributor	n. 发行人,经销商	n. 分发者, 分布者, 散布者, 分配者, 销售者, 分配器, 配电盘, 自动拆版机 / [计] 分配器	dis'tribjutә
TOEFL_2198	disturb	v. 打扰,弄乱	vt. 扰乱, 妨碍, 使不安 / [法] 滋扰, 扰乱	dis'tә:b
TOEFL_3079	disturbance	n. 骚动, 动乱	n. 扰乱, 不安, 忧虑 / [化] 扰动; 干扰; 失调	dis'tә:bәns
TOEFL_7910	ditch	n. 沟,  壕沟	n. 沟渠 / vt. 在...开沟 / vi. 开沟	ditʃ
TOEFL_869	divide	v. 分,划分	vi. 分开, 分配, 分裂 / vt. 分, 分开, 分裂, 除 / n. 分配, 分水岭 / [计] 除	di'vaid
TOEFL_3170	dog	n. 狗, 犬	n. 狗, 坏蛋 / vt. 跟踪, 尾随	dɒg
TOEFL_1891	dome	n. 圆屋顶	n. 圆顶 / vt. 加圆顶 / vi. 成圆顶状	dәum
TOEFL_4055	domelike	adj. 穹顶状的	a. 穹顶的	'dәjmlaik
TOEFL_10146	doodle	v. 乱涂， 胡画	vi. 涂鸦, 混时间 / n. 傻子	'du:dl
TOEFL_6939	doorknob	n. 门把手	n. 球形门拉手	'dɒ:nɒb
TOEFL_4025	dormant	adj. 冬眠的	a. 睡眠状态的, 静止的 / [医] 休眠的, 不活动的, 休止的	'dɒ:mәnt
TOEFL_2197	dot	n. 点 vt打点于,点缀	n. 点, 圆点, 小数点, 小东西, 嫁妆 / vt. 作小点记号, 加小点于 / vi. 打上点 / [计] 点	dɒt
TOEFL_7406	douse	v. 熄灭；浸，洒	vt. 插入水中, 浇(或洒、泼)水在...上, 熄(灯、火等), 平息 / vi. 浸泡 / n. 泼洒	daus
TOEFL_7788	downtown	adv. 在市区； adj. 市区的	n. 市中心区 / a. 市中心的 / adv. 往闹市区	'daun'taun
TOEFL_1918	drag	v. 拖, 拖曳	n. 拖, 拖累 / v. 拖累, 拖拉, 沉重缓慢地走, 拖动 / [计] 拖动	dræg
TOEFL_3859	drapery	n. 布业，布匹	n. 帏帐, 布料	'dreipәri
TOEFL_213	draw	v. 画,拖,移动	vi. 拉, 拖, 拔剑 / vt. 拖拉, 挨近, 领取, 打成平局, 引导, 抽签决定, 画, 描写, 制订, 草拟, 吸引 / n. 拉, 拖, 拔出, 抽签, 平局 / [计] 翻牌, 绘图	drɒ:
TOEFL_3916	dress	n. 连衣裙,女装 v打扮	n. 服装, 覆盖物 / vi. 穿着 / vt. 给...穿衣, 整理	dres
TOEFL_4071	drug	n. 药	n. 药, 麻药, 麻醉药 / vi. 吸毒 / vt. 使服麻醉药, 使麻木	drʌg
TOEFL_2360	drum	n. 鼓	n. 鼓, 鼓声 / vi. 击鼓, 作鼓声 / vt. 打鼓奏出 / [计] 磁鼓	drʌm
TOEFL_6135	duchenne	n. 杜氏营养不良症	dystrophy [医]杜兴肌营养不良 , 发现此症的法国神经病学家	du:'ʃen
TOEFL_3745	duck	n. 鸭，鸭肉	n. 鸭子 / vi. 没入水中, 闪避 / vt. 猛按...入水, 躲避	dʌk
TOEFL_6392	ductless	adj. 无导管的	a. 无管的 / [医] 无管的	'dʌktlis
TOEFL_780	due	adj. 应有的； n. 应得物	n. 应得的东西, 应付款 / a. 到期的, 应得的, 应付的, 约定的	dju:
TOEFL_3642	dull	adj. 乏味的；阴沉的	a. 钝的, 无趣的, 呆滞的, 阴暗的 / vt. 使迟钝, 使阴暗, 缓和 / vi. 变迟钝, 减少	dʌl
TOEFL_4926	durability	n. 经久, 耐久力	[计] 耐久性, 耐用性, 持久性	,djuәrә'biliti
TOEFL_8046	dusty	adj. 满是灰尘的, 粉状的	a. 灰尘多的, 无聊的, 含糊的, 粉末状的	'dʌsti
TOEFL_3411	dy	n. [化]镝(=dysprosium)	[医] 镝(656号元素)	dai
TOEFL_4155	eager	adj. 热心于, 渴望着	a. 热心的, 渴望的, 热望的	'i:gә
TOEFL_4696	eagerly	adv. 热心地,急切地	adv. 渴望, 热衷于, 热切	
TOEFL_2292	eagle	n. 鹰	n. 鹰, 鹰状标饰	'i:gl
TOEFL_233	eat	v. 吃	v. 吃, 腐蚀	i:t
TOEFL_4378	eclipse	n. (日、月)食 vt形成(日、月)食	n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色	i'klips
TOEFL_9131	ectothermic	n. 变温动物	[医]变温的	ek'təʊθɜ:mɪk
TOEFL_877	edge	n. 边(缘)； v. 侧着移动,徐徐移动	n. 边缘, 尖锐, 刀刃, 优势 / vt. 使锐利, 挤进, 镶边 / vi. 缓缓移动	edʒ
TOEFL_8749	educationally	adv. 教育的, 有关教育的	adv. 教育地, 教育上地, 有关教育地	.edju'keiʃәnli
TOEFL_723	efficient	adj. 效率高的,有能力的	a. 有效率的, 能干的	i'fiʃәnt
TOEFL_438	egg	n. 蛋	n. 蛋, 卵 / vt. 挑唆, 煽动, 调蛋黄	eg
TOEFL_3503	eka	n. 准(第一)	[医][=eruptive keratoacanthoma]疹性角化棘皮瘤	
TOEFL_10138	elapse	v. 消逝， 流逝	vi. 逝去, 过去 / n. 逝去, 过去	i'læps
TOEFL_4824	eligible	adj. 有资格的, 合适的	a. 有资格当选的, 合格的 / n. 有资格者, 合格者, 适任者	'elidʒәbl
TOEFL_8174	eloquently	adv. 雄辩地, 有口才地	adv. 善辩地；富于表现力地	
TOEFL_9902	embargo	n. 禁止贸易令；	n. 封港令, 禁运 / vt. 禁止出入港口, 禁运	im'bɑ:gәu
TOEFL_9142	eminent	adj. 著名的,  卓越的	a. 显赫的, 杰出的, 有名的	'eminәnt
TOEFL_4146	emotionally	adv. 感情上地, 冲动地	adv. 在情绪上	i'mәuʃәnәli
TOEFL_8646	enclosure	n. 围住, 围栏	n. 附件, 围墙, 围绕 / [化] 机壳; 外壳	in'klәuʒә
TOEFL_9740	endangered	adj. 濒危的， 将要灭绝的	a. 有生命危险的；濒临灭绝的	in'deindʒәd
TOEFL_7949	endear	v. 使亲密	vt. 使受喜爱, 使受钟爱	in'diә
TOEFL_5940	ending	n. 结尾, 结局	n. 终止, 终了, 收场 / [医] 末梢	'endiŋ
TOEFL_3810	endless	adj. 无止境的,无穷的	a. 不停的, 无穷尽的, 无尽的 / [机] 无端的, 环状的	'endlis
TOEFL_6729	engender	v. 造成	vt. 产生, 引起 / vi. 发生, 形成	in'dʒendә
TOEFL_7216	enigma	n. 谜, 难以理解的事物	n. 谜, 费解的事物	i'nigmә
TOEFL_7151	enigmatic	adj. 谜的, 莫明其妙的	a. 费解的, 谜一般的, 高深莫测的	.enig'mætik
TOEFL_3868	enormously	adv. 极度,大量	adv. 非常地, 巨大地	i'nɒ:mәsli
TOEFL_2509	enrich	v. 充实,使富裕	vt. 使富足, 使肥沃	in'ritʃ
TOEFL_5088	ensue	v. 接着发生，接踵而来	vi. 跟着发生, 继起 / vt. 追求	en'su:
TOEFL_8216	enure	v. 使习惯于； v. 变得更有利	(=innure) v.弄惯,使强固	i'njuә
TOEFL_2961	environmentalist	n. 环境保护论者, 环境论者, 环境论信奉者	n. 环保人士	in,vaiәrәn'mentlist
TOEFL_4072	environmentally	adv. 在环境方面地	adv. 有关环境方面	
TOEFL_3270	eohippus	n. <古生>始祖马	n. 始祖鸟	.i:әu'hipәs
TOEFL_7458	episodic	adj. 插曲式的,短暂的	a. 插曲似的	.epi'sɒdik
TOEFL_4720	epitome	n. 摘要	n. 概要, 缩影, 象征	i'pitәmi
TOEFL_6835	ere	pron&conj. 在…之前	conj. 在...以前, 毋宁 / prep. 在...以前, 毋宁	eә
TOEFL_5670	essay	n. 散文	n. 随笔, 短文, 评论, 企图 / vt. 试图	'esei. e'sei
TOEFL_5326	estuarine	adj. 入海的, 在入海口形成的	a. 河口的, 港湾的	'estjuәrin
TOEFL_5421	ether	n. 天空醚, 大气	n. 醚, 苍天, 以太 / [化] 醚; 以太	'i:θә
TOEFL_8696	ethnographic	adj. 民族志学的,  人种志学的	a. 人种志的	ˌeθnə'ɡræfɪk
TOEFL_9701	ethnology	n. 民族学， 文化人类学	n. 人种学 / [医] 人种学	eθ'nɒlәdʒi
TOEFL_4254	ethology	n. 动物行动学, 人种学	n. 性格学, 生态学, 特性论 / [医] 个体生态学	i(:)'θɔlәdʒi
TOEFL_9465	evacuation	n. 撤离	n. 撤退, 疏散 / [化] 抽空; 排空	i.vækju'eiʃәn
TOEFL_220	every	adj. 每个,一切的,每隔	a. 每一, 所有的	'evri
TOEFL_5397	evidently	adv. 显然,清楚地	adv. 明显地, 根据现有证据来看	'evidәntli
TOEFL_5992	exalt	v. 晋升	vt. 提升, 提高, 赞扬, 使得意 / vi. 使人兴奋, 使人得意	ig'zɒ:lt
TOEFL_10153	exalted	adj. 崇高的， 高贵的， 显赫的	a. 高尚的, 尊贵的, 高位的, 兴奋的	ig'zɒ:ltid
TOEFL_1729	excavate	v. 挖掘,开凿	v. 挖空, 挖出, 凿通	'ekskәveit
TOEFL_2078	excellent	adj. 卓越的, 极好的	a. 优良的, 杰出的, 出色的	'ekslәnt
TOEFL_3835	exceptionally	adv. 格外地, 特别地	adv. 特殊地；异常地；例外地	
TOEFL_9814	exhilarating	adj. 令人高兴的， 使人兴奋的	a. 令人喜欢的, 使人愉快的, 爽快的	ig'zilәreitiŋ
TOEFL_9331	exhort	v. 劝告， 规劝， 告诫	v. 劝诫, 忠告	ig'zɒ:t
TOEFL_10314	expeditious	adj. 迅速而有效的， 迅速完成的	a. 迅速的, 敏捷的	.ekspi'diʃәs
TOEFL_970	explicit	adj. 明确的,清晰的	a. 详述的, 清楚的, 直言的	ik'splisit
TOEFL_1819	explorer	n. 探险者	n. 探险家, 探测者, 勘探器 / [医] 探察器	ik'splɒ:rә
TOEFL_6406	expressiveness	n. 表现, 表示	[计] 可表达性	
TOEFL_9441	externality	n. 外部性， 外界效应	n. 外形, 外在性	.ekstә:'næliti
TOEFL_3889	externally	adv. 外部地, 外面地	adv. 在外部, 外表上, 从外面, 在外面, 从外部	
TOEFL_4460	extol	v. 赞美	vt. 颂扬, 称赞, 吹捧	ik'stәul
TOEFL_4665	fabricate	v. 编造, 虚构	vt. 制造, 建造, 装配, 伪造	'fæbrikeit
TOEFL_395	facial	adj. 脸部的,面部的	n. 美颜, 脸部按摩 / a. 脸的, 表面的, 脸部用的	'feiʃәl
TOEFL_5820	faint	n. 昏晕； v. 昏晕； adj. 头晕的	n. 昏厥, 昏倒 / a. 模糊的, 微弱的, 无力的 / vi. 昏倒, 变得微弱	feint
TOEFL_4230	fairground	n. 游乐场, 集市	n. 举行赛会的场所, 露天市场	'fєәgraund
TOEFL_8683	fantastic	adj. 幻想的, 奇异的	a. 奇妙的, 稀奇的, 空想的	fæn'tæstik
TOEFL_629	fast	a&ad. 快的,迅速的	a. 快速的, 紧的 / adv. 很快地, 紧紧地, 彻底地 / n. 绝食, 斋戒 / vi. 绝食, 斋戒	fɑ:st
TOEFL_5625	fasten	v. 扎牢,扣住	vt. 拴紧, 使固定, 系, 集中于, 强加于 / vi. 扣紧	'fɑ:sәn
TOEFL_7304	faultfinding	n. 找茬,挑剔	n. 吹毛求疵的行为	'fɒ:ltfaindiŋ
TOEFL_660	fee	n. 费, 酬金	n. 费用, 小费, 封地, 所有权 / vt. 付费给	fi:
TOEFL_537	feed	v. 喂养	n. 饲料, 一餐, 饲养 / vt. 喂, 饲养, 放牧, 靠...为生 / vi. 吃东西, 用餐, 流入 / [计] 送纸	fi:d
TOEFL_3535	feeder	n. 饲养员	n. 饲养者, 供给者, 奶瓶 / [化] 给料器	'fi:dә
TOEFL_8838	ferromagnetic	adj. 铁磁的	a. 铁磁体 / [医] 磁性铁的	.ferәumæg'netik
TOEFL_2519	fertilize	v. 使肥沃；使多产	vt. 施肥, 使丰饶, 使受精	'fә:tilaiz
TOEFL_10222	feudal	adj. 封建的	a. 封建制度的, 封地的, 领地的	'fju:dәl
TOEFL_709	fiber	n. 光纤	n. 纤维, 构造, 纤维制品 / [化] 纤维	'faibә
TOEFL_8792	figurehead	n. 装饰船头的雕像, 破浪神	n. 装饰船头的人像, 傀儡领袖	'figәhed
TOEFL_3520	file	n. 文档 vt登记备案 ,提出	n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀 / vi. 列队行进, 用锉刀做 / vt. 归档, 申请, 锉, 琢磨 / [计] 文件	fail
TOEFL_6031	filmmaker	n. 电影摄制者	n. 电影制作人	'film,meikә(r)
TOEFL_2700	finch	n. 雀类	n. 雀科鸣鸟	fintʃ
TOEFL_4973	finely	adv. 细微地,美好地	adv. 雅致地, 仔细地, 敏锐地, 微细地	'fainli
TOEFL_2410	fir	n. [植]冷杉	n. 枞树, 杉木 / [机] 枞木	fә:
TOEFL_6240	firing	n. 开火, 生火； v. 开火,烧制	n. 烧毁, 焚烧, 加热, 添煤 / [计] 点火	'faiәriŋ
TOEFL_8197	flag	n. 旗，旗帜	n. 标志, 旗标, 旗子, 信号旗, 菖蒲 / vt. 悬旗, 打旗号, 铺石板 / vi. 无力地下垂 / [计] 标志; 属性标记命令	flæg
TOEFL_4382	flagpole	n. 旗杆	n. 旗竿	'flægpәul
TOEFL_4426	flank	n. 肋，侧边	n. 侧面, 侧腹, 胁, 腰窝肉 / vt. 攻击侧面, 守侧面 / vi. 侧面与...相接	flæŋk
TOEFL_3250	flask	n. 长颈瓶	n. 细颈瓶, 烧瓶, 小水瓶 / [化] 瓶; 烧瓶	flæsk
TOEFL_7112	flesh	n. 肉，果肉	n. 肉, 肉体, 肉欲, 人性, 亲属, 人类, 众生, 人体 / vt. 以肉喂, 激起...的杀戳情绪, 使肥, 赋以血肉 / vi. 长胖	'fleʃ
TOEFL_9575	flick	v. 轻拍；移动； n. 轻拍； 浏览	n. 快速的轻打, 轻打声, 弹开 / v. 轻弹, 轻轻拂去, 忽然摇动	flik
TOEFL_7099	floodplain	n. 泛洪平原, 漫滩	n. 泛滥平原	'flʌdplein
TOEFL_2896	flora	n. [罗神]花神	n. 植物群 / [医] 植物区系, 植物丛, 植物群, 菌丛	'flɒ:rә
TOEFL_8288	florist	n. 种花人	n. 花匠, 花商, 花卉研究者	'flɒrist
TOEFL_5731	flowerbed	n. 花床,花圃	n. 花坛	'flajәbed
TOEFL_4560	flutter	v. 振翼；飘动	n. 摆动, 鼓翼, 烦扰 / vi. 摆动, 鼓翼, 烦扰 / vt. 拍(翅), 使焦急 / [计] 颤动	'flʌtә
TOEFL_7719	flyway	n. 候鸟迁徙所经的路径	n. 候鸟迁徙路径	'flaiwei
TOEFL_6927	fog	n. 雾, 烟雾	n. 雾, 迷惑, (割后的)最生草, 苔藓 / vi. 被雾笼罩, 变模糊 / vt. 使困惑, 以雾笼罩	fɒg
TOEFL_7849	foghorn	n. [航海]雾角,尖而响的声音	n. 雾号, 响而尖的声音	'fɒghɒ:n
TOEFL_8151	foil	n. 箔, 金属薄片	n. 箔, 烘托, 衬托 / vt. 贴箔于, 衬托, 阻止, 挡开, 挫败	fɒil
TOEFL_10030	folkway	n. 社会风俗	n. 习惯, 民风, 未开化的习俗	'fәukwei
TOEFL_8826	follower	n. 追随者, 信徒	n. 从者, 属下, 追补者 / [电] 随动机	'fɒlәuә
TOEFL_132	foot	n. 足,脚	n. 脚, 步调, 英尺, 底部, 末尾, 步兵 / vt. 走在...上, 给...换底, 支付 / vi. 跳舞, 步行, 总计	fut
TOEFL_2001	forage	n. 草料	n. 粮草, 饲料, 搜寻粮草 / vt. 喂, 掠夺, 搜寻粮秣 / vi. 搜寻粮草, 掠夺	'fɒridʒ
TOEFL_4263	forager	n. 强征(粮食)者	n. 粮秣征收员, 抢劫者	'fɒridʒә
